Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
0829814000,Wonderful Worship in Smaller Churches,19.40,AZ0IOBU20TBOP,Rev. Pamela Tinnin,8/10,5.0,991440000,Outstanding Resource for Small Church Pastors,"I just finished the book, &quot;Wonderful Worship in Smaller Churches,&quot; by David Ray, an outstanding resource for small church pastors, as is his other book, &quot;The Big Small Church Book.&quot; I will be rereading both regularly and referring to them often. I may have to reorder the &quot;Big Small Church Book&quot; as my copy is nearly worn out. If I had only two choices for resources for pastors of small churches, it would be these two.I hope the author considers focusing on Christian Education in another book. There is a section in the &quot;Big Small Church Book&quot; on Christian Education, but concentrating on one of the most important church functions individually makes a huge difference, as is proven by this new book. I tell all my colleagues that Rev. Ray's books are worth every dollar and more."
0829814000,Wonderful Worship in Smaller Churches,19.40,A373VVEU6Z9M0N,Dr. Terry W. Dorsett,1/1,5.0,1291766400,Small Churches CAN Have Wonderful Worship,"Many small churches feel like they can not have great worship because they lack the resources that larger churches take for granted.Ray's list of ""thou shalts"" is worth the price of the book.The description of various ""personalities"" in the small church is both humorous, and so true.This book gives encouragement as well as practical advice."
0829814000,Wonderful Worship in Smaller Churches,19.40,AGKGOH65VTRR4,"Cynthia L. Lajoy ""Cindy La Joy""",1/1,5.0,1248307200,Not Just for Pastors!,"I just finished reading this amazing book and came away with an entirely different perspective on our smaller congregation. As a ministry leader it is easy to become depressed over what can not be accomplished, and how overworked everyone is in a small church...but we often fail to see all that IS being accomplished and how extraordinary our smaller congregations are.There are many pluses outlined in this book about what works about being smaller, and in this day of mega churches the reminder is a good one. There are some very good tips about altering worship for smaller congregations and valuing it's unique size and working with it well.For the thousands of us who find ourselves in churches with membership of 100 or less, for those who are discouraged when worship attendence is 30 or 40 during the summer, this book is such an uplifting perspective you can't help but be energized!Unlike many tomes of this nature, this is an easy read and the layperson can gobble it up and immediately put it to use. David Ray's writing style is accessible and doesn't make assumptions about the knowledge of the reader, offering explanations where needed that were very helpful.Pick it up even if you are not a pastor, you will gain something from it, I guarantee it!"
0829814000,Wonderful Worship in Smaller Churches,19.40,A3OQWLU31BU1Y,Maxwell Grant,1/1,5.0,1222560000,Small church pastor? This is the book on worship,"I hadn't been a small church pastor very long before I began to hear about David R. Ray. If you do any reading in this area, you'll start to see other authors refer to him and a handful of others, especially Anthony Pappas and Carl Dudley (who are also excellent). But Ray is different. Reading his work, I felt as if he had actually visited MY home church. He describes some of the personalities in a church family, and I could supply their names. He lists some of the ""Thou Shalts"" of a strong worship service, and I heard echoes of my most recent deacons' meeting. He not only gets small church culture, he celebrates it, and he is eager to help small churches learn to get and to celebrate themselves. If you are part of a church where low-morale often coexists with feisty pride, this is a resource that will help. It offers some ways of identifying what church families with 50 or fewer need and hope for from their churches, and how to offer it in ways that are inclusive, warm, fun and authentic. Hallelujah!"
0595344550,Whispers of the Wicked Saints,10.95,A3Q12RK71N74LB,Book Reader,7/11,1.0,1117065600,not good,"I bought this book because I read some glowing praise on an online library site. Unfortunately, I was deeply disappointed by page three. I always buy books in the hope and expectation of having an enjoyable read, not to criticise. However, this book is in urgent need of good editing -- though quite possibly editing alone wouldn't save it. Examples: a bed squeaks slightly and sharply in the same sentence; a nightgown hangs freely over her girlish figure and olive colored complexion; coffee aromas huddle; rumbling clouds huddle (as well as the coffee?); she prepared to sip her coffee beneath the wrath of God... cuddled within the arms of a strong breeze; (the wrath of God is a breeze?); the Columbian (stet) coffee aroma danced beneath her sculpted tan nose; the coffee bean fragrance tangoed within her body; she placed her thick pink lips against the warm cup;... and so on, all by page three. It is quite possible that the storyline is deeply moving. I'll never know because I can't bring myself to continue. Sorry."
0595344550,Whispers of the Wicked Saints,10.95,A1E9M6APK30ZAU,V. Powell,1/2,4.0,1119571200,Here is my opinion,"I have to admit, I am not one to write reviews on book. I do however like to read them. Some of the reviews are great, some are cruel, but the reviews on this book were absolutlely hysterical. I read this book and after watching the war of the words I couldn't help, but to jump in. I am on the good side of the book. I loved how it kept my intersted. On the bad side I have to say, there was a typo featured on the back cover and the secret to liking this book is making it through the first chapter. I have to admit I was a little curious when I read some of the reviews. They were so mean and false that it spiked my curiosity. I then like the last review noticed that the ""Traveling librarian"" wrote a completely ignorant review on this book. My first thought was wait a minute, that was not the book that I read. I read my copy once again and realized her entire review was fabricated. Then I knew, it was some kind of game. Maybe it is someone who dislikes the author for personal reasons, that has posted more then one awful review, or maybe this is another who is jealous, Who knows? All I know is that I liked the book, and future readers take the advice of the ignorant with a grain of salt."
0595344550,Whispers of the Wicked Saints,10.95,AUR0VA5H0C66C,"LoveToRead ""Actually Read Books""",1/2,1.0,1119225600,Buyer beware,"This is a self-published book, and if you want to know why--read a few paragraphs! Those 5 star reviews must have been written by Ms. Haddon's family and friends--or perhaps, by herself! I can't imagine anyone reading the whole thing--I spent an evening with the book and a friend and we were in hysterics reading bits and pieces of it to one another. It is most definitely bad enough to be entered into some kind of a ""worst book"" contest. I can't believe Amazon even sells this kind of thing. Maybe I can offer them my 8th grade term paper on ""To Kill a Mockingbird""--a book I am quite sure Ms. Haddon never heard of. Anyway, unless you are in a mood to send a book to someone as a joke---stay far, far away from this one!"
0595344550,Whispers of the Wicked Saints,10.95,A1YLDZ3VHR6QPZ,Clara,2/4,5.0,1115942400,Fall on your knee's,When I first read this the I was mezmerized at the style of writting. I soon became so hooked on this book that I wanted to fall on my knees and shut out the rest of the world. Haddon delivers a portrayal of a woman that is hurt loney and abused and I think she does a wonderful job making the reader feel like the character.
0595344550,Whispers of the Wicked Saints,10.95,ACO23CG8K8T77,Tonya,5/9,5.0,1117065600,Bravo Veronica,"I read the review directly under mine and I have to say I laughed. How can someone write a honest review on a book they read only three pages of? That was funny but also sad that people are mean enough to keep others from an enjoyable read. I loved this book. I thought the first chapter was a little long, but I read the WHOLE book and I loved it. This book is about an afair of the heart and the right to be happy. It is a glimps into the lives of those who are forbiden to love each other. This is a heart warming story. This is a first book and it had a few flaws, but this writer will only get better and better as she goes forward. It was lovely and I am blessed that I read it."
0595344550,Whispers of the Wicked Saints,10.95,A1VK81CRRC7MLM,"missyLou ""apple""",1/3,5.0,1130025600,Wonderful,"I really enjoyed the book. I believe the author did a good job at tackeling the subject of poor conduct in the church. I was reminded that we are all human, and even the mighty shall fall. Now I have to speak my mind regarding the poor reviews. I was shocked at the bahavior of ""adults"" What happened to respect for others. In my opinion I have to say those who wrote the mean reviews are nothing short of ignorent and without a doubt low class. Yes, there are minor errors in the book, but it did not change the greatness of the story for me. Who cares if a word on the back cover is missing an E? Did anyone stop to think that this book whent through a publisher most likely after it left the hands of Mrs, Haddon? I have to say, I am not one to leave reviews, but I just had too when I saw how this book was misrepresented. Not only was the author butchered, but those who liked the book as well were called illiterate. I agree with a fellow reviewer when I ask, how many of you have written a book? Obviously not many because you all have way too much time on your hands. I liked the book, and remember that those of you in glass houses should not throw stones."
0595344550,Whispers of the Wicked Saints,10.95,A2GKUH6OBW7POH,julee glee,0/2,5.0,1118102400,Awesome !,"This was not a typical romance read. It is deep, loving and full of suspense. This book touches on wemon's issues and it caresses the heart. By the third chapter I was hooked. I did not think the first chapted was too long. It was great. I loved it and I recommend it to anyone who wants a great read."
0595344550,Whispers of the Wicked Saints,10.95,A2BAF61XBWSLH,Vanna,1/4,5.0,1118448000,Glorious story,"I loved Whisper of the wicked saints. The story was amazing and I was pleasantly surprised at the changes in the book. I am not normaly someone who is into romance novels, but the world was raving about this book and so I bought it. I loved it !! This is a brilliant story because it is so true. This book was so wonderful that I have told all of my friends to read it. It is not a typical romance, it is so much more. Not reading this book is a crime, becuase you are missing out on a heart warming story."
0595344550,Whispers of the Wicked Saints,10.95,A6OQ83FD8E2OC,Read-Aholic,1/4,5.0,1117497600,Loved it !!,"I loved this book for a few reasons. The first was that I felt as if I was not reading the story, but I was part of the story. I loved the way it twisted and turned at every corner, I loved that I simply did not know what to expect. The choice of words was spectacular and just when I thought that I was in control of my own emotions, something would jump up and surprise me. I am anxiously waiting for the next book, this was one of the best romance suspense books that I have read in years. I highly recomend it. I give this one five stars !!!!!!!!"
0595344550,Whispers of the Wicked Saints,10.95,AVRN9E6X9I6KF,Karisa,0/3,5.0,1119139200,Five stars it not enough,"I thought this book was brilliant. The plot was so good that it kept me guessing until the end. It worked its way into my heart and I can't help every now and then thinking about Maxwell, Heath and Julia. This is so great, I love this new writer and I can't wait for the next book. &lt;hint, hint> A must read for anyone with a beating heart."
0595344550,Whispers of the Wicked Saints,10.95,A2YWUISTJ728T5,darby,4/6,5.0,1115856000,A FIVE STAR BOOK,"I just finished reading Whisper of the Wicked saints. I fell in love with the caracters. I expected an average romance read, but instead I found one of my favorite books of all time. Just when I thought I could predict the outcome I was shocked ! The writting was so descriptive that my heart broke when Julia's did and I felt as if I was there with them instead of just a distant reader. If you are a lover of romance novels then this is a must read. Don't let the cover fool you this book is spectacular!"
0595344550,Whispers of the Wicked Saints,10.95,ASEIU33YVKKWW,"Barbara Steinbach ""A True Fan""",2/3,5.0,1124668800,Whispers of the Wicked Saints,"This was a easy to read book that made me want to keep reading on and on, not easy to put down.It left me wanting to read the follow on, which I hope is coming soon. I used to read a lot but have gotten away from it. This book made me want to read again. Very enjoyable."
0595344550,Whispers of the Wicked Saints,10.95,AJV5HX8BBZKEP,"jaylynn Roberts ""jaylynn roberts""",0/0,4.0,1151712000,"Errors, but great story","I was a dissapointed to see errors on the back cover, but since I paid for the book I read it anyway. I have to say I love it. I couldn't put it down. I read the whole book in two hours. I say buy it. I say read it. It is sad, but it gives an interesting point of view on church today. We spend too much time looking at the faults of others. I also enjoyed beloved.Sincerly,Jaylynn R"
0595344550,Whispers of the Wicked Saints,10.95,A1P2KGE2Z8RTA,C. Robertson,0/0,1.0,1119916800,The Worst!,"A complete waste of time. Typographical errors, poor grammar, and a totally pathetic plot add up to absolutely nothing. I'm embarrassed for this author and very disappointed I actually paid for this book."
0595344550,Whispers of the Wicked Saints,10.95,AE5JROER4ERSO,carrie,0/0,5.0,1119484800,The truth about WOTWS,"I have to say that my friends at work all read this book and loved it. It was brought to our attention that there are negative reviews on this book that are false. For example the traveling librarian? We had a discussion about this book at work and the review of the traveling librarian is completely false. I pulled out the book and realized that these are lies and that someone is trying to ruin this book. The book never states that a garden is ten miles long. On page 62 it clearly states that the garden is five acres. No heartbeat of a fetus was heard at a week. How could it be? Julia was not even aware of the pregnancy at that time. The preacher never went to the house to give condolences, after reading the book once again it is obvious that he was there to fix the barn. So...on and ect... I also looked at the reviews &lt;history> all but one of the bad reviews is writen by someone who has never reviewed a book on amazon before. Veronica Haddon if you are reading this you need to write a letter to Amazon. Someon is playing a prank on you !!"
0595344550,Whispers of the Wicked Saints,10.95,A38P0UQN2C364Y,nessy,0/0,5.0,1115856000,How could someone not love this ??,"I am an avid reader and I was shocked at how hooked I became on this book. I thought the first chapter was a little long and a little too discriptive, but truth be told after that I could not put this down. I read the other reviews on Whispers of the wicked saints before I wrote this and I saw one bad review that was written by someone who admitedly did not read this book. Don't take the advice of the ignorant, this book is an absolute must for romance fans. I give it five stars !!"
0595344550,Whispers of the Wicked Saints,10.95,A16FTKP8BXKGHG,"Rebecca Lover ""Becky""",0/0,5.0,1115856000,"Luscious, hot forbidden love.!","This book was very discriptive and I actually found myself involved in the lives of the characters. If you ever get a chance to read this book, please do! I have found that the beginning of the book was a little too discriptive, but push through. The best is yet to come. You will definately find yourself wanting more. There was some parts in the book that made me HOT!! Veronica had a way with describing the places and the characters. I could actually see this story as if it were an actual movie. I really loved this book. If you are a romantic at heart and you love a great outcome, you must read Whispers of the Wicked Saints. GREAT, GREAT story!!"
0595344550,Whispers of the Wicked Saints,10.95,A1N38F1DJ9H2KM,Macy Lynn,0/0,5.0,1115078400,The best book I have ever read !,"I happen to love romance novels, but only if they are goos romance. I am not one who loves everything, but this made my heart rejoice. I absolutlely could not put it down. Wow what a book !! You have to read this awesome story of forbiden love. I warn you now. It is steamy."
0595344550,Whispers of the Wicked Saints,10.95,A3V4NY81KXZAUL,pen delta,0/0,4.0,1114992000,Great book,"This was a great book,I just could not put it down,and could not read it fast enough. Boy what a book the twist and turns in this just keeps you guessing and wanting to know what is going to happen next. This book makes you fall in love and can heat you up,it can also make you so angery. this book can make you go throu several of your emotions. This is a quick read romance. It is something that you will want to end your day off with if you read at night."
0595344550,Whispers of the Wicked Saints,10.95,A29I6N5F8P386Y,J. serratos,0/0,5.0,1111017600,The best book I've read in years !!,"This is a wonderful book that will keep you guessing. It is Rare to find a book that will make you laugh and cry at the same time and still leave you wondering what will happen next. What was even more amazing about it, is the fact that it is written in such a poetic way. This is a rare find and I look forward to the next book written by Veronica Haddon."
0595344550,Whispers of the Wicked Saints,10.95,A2ABV8FXF88O9P,Victoria,1/5,4.0,1116892800,"Wonderful, wonderful book !!","Just as predicted the first chapter of the book was long. I continued reading and then fell in love with WOTWS. It is heart warming and realistic. I thought it was a little depressing, but I quickly realized the writers point. There is a rainbow at the end of each storm. I did notice the error on the cover, but it only made me love the writer more. This writer is talented and she is not corporate, nor does it appear that she has a staff working for her. Her book was writen from the heart and that is what makes an American literary legend. I would rather read a book with an error then to read hollow perfection any day of the week."
0595344550,Whispers of the Wicked Saints,10.95,A1EONVY639PQDY,Sophie,0/4,5.0,1116201600,Great Read,"I thought this book was brilliant, but yet realistic. It showed me that to error is human. I loved the fact that this writer showed the loving side of God and not the revengeful side of him. I loved how it twisted and turned and I could not put it down. I also loved The glass castle."
0595344550,Whispers of the Wicked Saints,10.95,A2XXVRH6VJ8S7Q,S. Steinbach,8/8,5.0,1108339200,Couldn't put this book down!,Normally I'm not much into romance stories but I absolutely loved this book. This book had the right kind of suspense that made it impossible to put down. Kept me wondering what would happen right up until the end. Loved it! I am looking for anything else this author puts out.
0595344550,Whispers of the Wicked Saints,10.95,A3OS2QHEH495TD,PW,5/5,1.0,1115856000,Oh please,"I guess you have to be a romance novel lover for this one, and not a very discerning one. All others beware! It is absolute drivel. I figured I was in trouble when a typo is prominently featured on the back cover, but the first page of the book removed all doubt. Wait - maybe I'm missing the point. A quick re-read of the beginning now makes it clear. This has to be an intentional churning of over-heated prose for satiric purposes. Phew, so glad I didn't waste $10.95 after all."
0595344550,Whispers of the Wicked Saints,10.95,A3S5YQQWBO0LGI,N. Ray,4/4,1.0,1119571200,Awful beyond belief!,"I feel I have to write to keep others from wasting their money. This book seems to have been written by a 7th grader with poor grammatical skills for her age! As another reviewer points out, there is a misspelling on the cover, and I believe there is at least one per chapter. For example, it was mentioned twice that she had a ""lean"" on her house. I was so distracted by the poor writing and weak plot, that I decided to read with a pencil in hand to mark all of the horrible grammar and spelling. Please don't waste your money. I too, believe that the good reviews must have been written by the author's relatives. I will not put much faith in the reviews from now on!"
0595344550,Whispers of the Wicked Saints,10.95,A9L6GHJC42RRC,"denpq ""A READER""",6/7,1.0,1119830400,You've got to hand it to the author...,"I purchased this book after reading rave reviews of it included within a review of a really good book I'd read. Apparently, the author (or her friends and family) are placing reviews of good books and encouraging people to buy this book if you liked the one they were reviewing. Great marketing by the author. However, the author should probably stick to marketing and give up the idea of being a writer. This book could have been written by a middle-schooler. It is a self-published, self-edited (and extremely poorly edited, I might add), and self-promoted lame excuse for a novel. My eyes rolled constantly while reading this book. Just when I thought it couldn't get worse...it did. The best part of this book is the short length. There is no substance, no character development, and the plot (if there actually is one) is pathetic. I generally trust the reviewers on Amazon. I really feel duped for purchasing this book after reading about it in Amazon's readers' reviews. Don't waste your money. The author should have printed only enough copies for family and friends. The rest of the population should be spared having to read this drivel."
0595344550,Whispers of the Wicked Saints,10.95,A3T591DTKPYCVW,"Fran ""Avid reader""",6/7,1.0,1118275200,You've got to be kidding!,"It has been years since I've read a romance novel. If this is typical of the genre these days, I will never pick up another one. Not only is the plot contrived and juvenile, the writing shows the lack of skill expected only in a child's writing. Many of my seventh grade writing students would be embarrassed if this trash was attributed to them. ""The bed squeaked slightly, but her husband was unmoved by the sharp squeaks from the bed as well as the howling noises caused by the wind that were surrounding him."" Were the squeaks slight or sharp, and were she and her husband sleeping outside that the wind could be howling around him not the house? This is just one mangled sentence in a book filled with such tripe. If my criticism seems harsh, it's because I actually paid money for this book. What a waste!I would suggest that Miss Haddon go back to Junior High School and begin a serious course of writing instruction. Perhaps by the time she graduates from college she will have gained an understanding of good sentence construction, proper punctuation, and the value of using adjectives sparingly. And if she reads a great deal along the way, she might also learn how to construct a plausible plot."
